County,Income,Families,Families ME,Year
Adair,MidIncome,299,64,2020
Adair,HighIncome,135,45,2016
Adair,HighIncome,135,45,2017
Adair,HighIncome,135,45,2018
Adair,HighIncome,135,45,2019
Adair,HighIncome,135,45,2020
Adair,HighIncome,112,61,2016
Adair,HighIncome,112,61,2017
Adair,HighIncome,112,61,2018
Adair,HighIncome,112,61,2019
Adair,HighIncome,112,61,2020
Adair,HighIncome,28,18,2016
Adair,HighIncome,28,18,2017
Adair,HighIncome,28,18,2018
Adair,HighIncome,28,18,2019
Adair,HighIncome,28,18,2020
Adams,LowIncome,30,22,2016
Adams,LowIncome,30,22,2017
Adams,LowIncome,30,22,2018
Adams,LowIncome,30,22,2019
Adams,LowIncome,30,22,2020
Adams,LowIncome,10,9,2016
Adams,LowIncome,10,9,2017
Adams,LowIncome,10,9,2018
Adams,LowIncome,10,9,2019
Adams,LowIncome,10,9,2020
Adams,LowIncome,2,5,2016
Adams,LowIncome,2,5,2017
Adams,LowIncome,2,5,2018
Adams,LowIncome,2,5,2019
Adams,LowIncome,2,5,2020
Adams,LowIncome,22,16,2016
Adams,LowIncome,22,16,2017
Adams,LowIncome,22,16,2018
Adams,LowIncome,22,16,2019
Adams,LowIncome,22,16,2020
Adams,LowIncome,39,27,2016
Adams,LowIncome,39,27,2017
Adams,LowIncome,39,27,2018
Adams,LowIncome,39,27,2019
Adams,LowIncome,39,27,2020
Adams,LowIncome,41,28,2016
Adams,LowIncome,41,28,2017
Adams,LowIncome,41,28,2018
Adams,LowIncome,41,28,2019
Adams,LowIncome,41,28,2020
Adams,LowIncome,47,20,2016
Adams,LowIncome,47,20,2017
Adams,LowIncome,47,20,2018
Adams,LowIncome,47,20,2019
Adams,LowIncome,47,20,2020
Adams,MidIncome,34,16,2016
Adams,MidIncome,34,16,2017
Adams,MidIncome,34,16,2018
Adams,MidIncome,34,16,2019
Adams,MidIncome,34,16,2020
Adams,MidIncome,59,28,2016
Adams,MidIncome,59,28,2017
Adams,MidIncome,59,28,2018
Adams,MidIncome,59,28,2019
Adams,MidIncome,59,28,2020
Adams,MidIncome,96,34,2016
Adams,MidIncome,96,34,2017
Adams,MidIncome,96,34,2018
Adams,MidIncome,96,34,2019
Adams,MidIncome,96,34,2020
Adams,MidIncome,216,55,2016
Adams,MidIncome,216,55,2017
Adams,MidIncome,216,55,2018
Adams,MidIncome,216,55,2019
Adams,MidIncome,216,55,2020
Adams,MidIncome,178,52,2016
Adams,MidIncome,178,52,2017
Adams,MidIncome,178,52,2018
Adams,MidIncome,178,52,2019
Adams,MidIncome,178,52,2020
Adams,MidIncome,66,30,2016
Adams,MidIncome,66,30,2017
Adams,MidIncome,66,30,2018
Adams,MidIncome,66,30,2019
Adams,MidIncome,66,30,2020
Adams,HighIncome,74,28,2016
Adams,HighIncome,74,28,2017
Adams,HighIncome,74,28,2018
Adams,HighIncome,74,28,2019
Adams,HighIncome,74,28,2020
Adams,HighIncome,54,23,2016
Adams,HighIncome,54,23,2017
Adams,HighIncome,54,23,2018
Adams,HighIncome,54,23,2019
Adams,HighIncome,54,23,2020
Adams,HighIncome,41,27,2016
Adams,HighIncome,41,27,2017
Adams,HighIncome,41,27,2018
Adams,HighIncome,41,27,2019
Adams,HighIncome,41,27,2020
Allamakee,LowIncome,108,54,2016
Allamakee,LowIncome,108,54,2017
Allamakee,LowIncome,108,54,2018
Allamakee,LowIncome,108,54,2019
Allamakee,LowIncome,108,54,2020
Allamakee,LowIncome,83,49,2016
Allamakee,LowIncome,83,49,2017
Allamakee,LowIncome,83,49,2018
Allamakee,LowIncome,83,49,2019
Allamakee,LowIncome,83,49,2020
Allamakee,LowIncome,90,37,2016
Allamakee,LowIncome,90,37,2017
Allamakee,LowIncome,90,37,2018
Allamakee,LowIncome,90,37,2019
Allamakee,LowIncome,90,37,2020
Allamakee,LowIncome,85,43,2016
Allamakee,LowIncome,85,43,2017
Allamakee,LowIncome,85,43,2018
Allamakee,LowIncome,85,43,2019
Allamakee,LowIncome,85,43,2020
Allamakee,LowIncome,219,92,2016
Allamakee,LowIncome,219,92,2017
Allamakee,LowIncome,219,92,2018
Allamakee,LowIncome,219,92,2019
Allamakee,LowIncome,219,92,2020
Allamakee,LowIncome,108,65,2016
Allamakee,LowIncome,108,65,2017
Allamakee,LowIncome,108,65,2018
Allamakee,LowIncome,108,65,2019
Allamakee,LowIncome,108,65,2020
Allamakee,LowIncome,109,49,2016
Allamakee,LowIncome,109,49,2017
Allamakee,LowIncome,109,49,2018
Allamakee,LowIncome,109,49,2019
Allamakee,LowIncome,109,49,2020
Allamakee,MidIncome,95,42,2016
Allamakee,MidIncome,95,42,2017
Allamakee,MidIncome,95,42,2018
Allamakee,MidIncome,95,42,2019
Allamakee,MidIncome,95,42,2020
Allamakee,MidIncome,228,82,2016
Allamakee,MidIncome,228,82,2017
Allamakee,MidIncome,228,82,2018
Allamakee,MidIncome,228,82,2019
Allamakee,MidIncome,228,82,2020
Allamakee,MidIncome,271,89,2016
Allamakee,MidIncome,271,89,2017
Allamakee,MidIncome,271,89,2018
Allamakee,MidIncome,271,89,2019
Allamakee,MidIncome,271,89,2020
Allamakee,MidIncome,515,122,2016
Allamakee,MidIncome,515,122,2017
Allamakee,MidIncome,515,122,2018
Allamakee,MidIncome,515,122,2019
Allamakee,MidIncome,515,122,2020
Allamakee,MidIncome,650,112,2016
Allamakee,MidIncome,650,112,2017
Allamakee,MidIncome,650,112,2018
Allamakee,MidIncome,650,112,2019
Allamakee,MidIncome,650,112,2020
Allamakee,MidIncome,595,139,2016
Allamakee,MidIncome,595,139,2017
Allamakee,MidIncome,595,139,2018
Allamakee,MidIncome,595,139,2019
Allamakee,MidIncome,595,139,2020
Allamakee,HighIncome,206,79,2016
Allamakee,HighIncome,206,79,2017
Allamakee,HighIncome,206,79,2018
Allamakee,HighIncome,206,79,2019
Allamakee,HighIncome,206,79,2020
Allamakee,HighIncome,87,36,2016
Allamakee,HighIncome,87,36,2017
Allamakee,HighIncome,87,36,2018
Allamakee,HighIncome,87,36,2019
Allamakee,HighIncome,87,36,2020
Allamakee,HighIncome,206,100,2016
Allamakee,HighIncome,206,100,2017
Allamakee,HighIncome,206,100,2018
Allamakee,HighIncome,206,100,2019
Allamakee,HighIncome,206,100,2020
Appanoose,LowIncome,257,111,2016
Appanoose,LowIncome,257,111,2017
Appanoose,LowIncome,257,111,2018
Appanoose,LowIncome,257,111,2019
Appanoose,LowIncome,257,111,2020
Appanoose,LowIncome,62,34,2016
Appanoose,LowIncome,62,34,2017
Appanoose,LowIncome,62,34,2018
Appanoose,LowIncome,62,34,2019
Appanoose,LowIncome,62,34,2020
Appanoose,LowIncome,182,96,2016
Appanoose,LowIncome,182,96,2017
Appanoose,LowIncome,182,96,2018
Appanoose,LowIncome,182,96,2019
Appanoose,LowIncome,182,96,2020
Appanoose,LowIncome,135,52,2016
Appanoose,LowIncome,135,52,2017
Appanoose,LowIncome,135,52,2018
Appanoose,LowIncome,135,52,2019
Appanoose,LowIncome,135,52,2020
Appanoose,LowIncome,198,70,2016
Appanoose,LowIncome,198,70,2017
Appanoose,LowIncome,198,70,2018
Appanoose,LowIncome,198,70,2019
Appanoose,LowIncome,198,70,2020
Appanoose,LowIncome,255,91,2016
Appanoose,LowIncome,255,91,2017
Appanoose,LowIncome,255,91,2018
Appanoose,LowIncome,255,91,2019
Appanoose,LowIncome,255,91,2020
Appanoose,LowIncome,285,100,2016
Appanoose,LowIncome,285,100,2017
Appanoose,LowIncome,285,100,2018
Appanoose,LowIncome,285,100,2019
Appanoose,LowIncome,285,100,2020
Appanoose,MidIncome,130,52,2016
Appanoose,MidIncome,130,52,2017
Appanoose,MidIncome,130,52,2018
Appanoose,MidIncome,130,52,2019
Appanoose,MidIncome,130,52,2020
Appanoose,MidIncome,125,51,2016
Appanoose,MidIncome,125,51,2017
Appanoose,MidIncome,125,51,2018
Appanoose,MidIncome,125,51,2019
Appanoose,MidIncome,125,51,2020
Appanoose,MidIncome,259,75,2016
Appanoose,MidIncome,259,75,2017
Appanoose,MidIncome,259,75,2018
Appanoose,MidIncome,259,75,2019
Appanoose,MidIncome,259,75,2020
Appanoose,MidIncome,339,105,2016
Appanoose,MidIncome,339,105,2017
Appanoose,MidIncome,339,105,2018
Appanoose,MidIncome,339,105,2019
Appanoose,MidIncome,339,105,2020
Appanoose,MidIncome,442,94,2016
Appanoose,MidIncome,442,94,2017
Appanoose,MidIncome,442,94,2018
Appanoose,MidIncome,442,94,2019
Appanoose,MidIncome,442,94,2020
Appanoose,MidIncome,207,60,2016
Appanoose,MidIncome,207,60,2017
Appanoose,MidIncome,207,60,2018
Appanoose,MidIncome,207,60,2019
Appanoose,MidIncome,207,60,2020
Appanoose,HighIncome,144,63,2016
Appanoose,HighIncome,144,63,2017
Appanoose,HighIncome,144,63,2018
Appanoose,HighIncome,144,63,2019
Appanoose,HighIncome,144,63,2020
Appanoose,HighIncome,169,66,2016
Appanoose,HighIncome,169,66,2017
Appanoose,HighIncome,169,66,2018
Appanoose,HighIncome,169,66,2019
Appanoose,HighIncome,169,66,2020
Appanoose,HighIncome,70,40,2016
Appanoose,HighIncome,70,40,2017
Appanoose,HighIncome,70,40,2018
Appanoose,HighIncome,70,40,2019
Appanoose,HighIncome,70,40,2020
Audubon,LowIncome,32,21,2016
Audubon,LowIncome,32,21,2017
Audubon,LowIncome,32,21,2018
Audubon,LowIncome,32,21,2019
Audubon,LowIncome,32,21,2020
Audubon,LowIncome,52,35,2016
Audubon,LowIncome,52,35,2017
Audubon,LowIncome,52,35,2018
Audubon,LowIncome,52,35,2019
Audubon,LowIncome,52,35,2020
Audubon,LowIncome,37,24,2016
Audubon,LowIncome,37,24,2017
Audubon,LowIncome,37,24,2018
Audubon,LowIncome,37,24,2019
Audubon,LowIncome,37,24,2020
Audubon,LowIncome,90,39,2016
Audubon,LowIncome,90,39,2017
Audubon,LowIncome,90,39,2018
Audubon,LowIncome,90,39,2019
Audubon,LowIncome,90,39,2020
Audubon,LowIncome,32,17,2016
Audubon,LowIncome,32,17,2017
Audubon,LowIncome,32,17,2018
Audubon,LowIncome,32,17,2019
Audubon,LowIncome,32,17,2020
Audubon,LowIncome,86,44,2016
Audubon,LowIncome,86,44,2017
Audubon,LowIncome,86,44,2018
Audubon,LowIncome,86,44,2019
Audubon,LowIncome,86,44,2020
Audubon,LowIncome,120,62,2016
Audubon,LowIncome,120,62,2017
Audubon,LowIncome,120,62,2018
Audubon,LowIncome,120,62,2019
Audubon,LowIncome,120,62,2020
Audubon,MidIncome,66,28,2016
Audubon,MidIncome,66,28,2017
Audubon,MidIncome,66,28,2018
Audubon,MidIncome,66,28,2019
Audubon,MidIncome,66,28,2020
Audubon,MidIncome,109,50,2016
Audubon,MidIncome,109,50,2017
Audubon,MidIncome,109,50,2018
Audubon,MidIncome,109,50,2019
Audubon,MidIncome,109,50,2020
Audubon,MidIncome,167,48,2016
Audubon,MidIncome,167,48,2017
Audubon,MidIncome,167,48,2018
Audubon,MidIncome,167,48,2019
Audubon,MidIncome,167,48,2020
Audubon,MidIncome,226,43,2016
Audubon,MidIncome,226,43,2017
Audubon,MidIncome,226,43,2018
Audubon,MidIncome,226,43,2019
Audubon,MidIncome,226,43,2020
Audubon,MidIncome,246,60,2016
Audubon,MidIncome,246,60,2017
Audubon,MidIncome,246,60,2018
Audubon,MidIncome,246,60,2019
Audubon,MidIncome,246,60,2020
Audubon,MidIncome,125,50,2016
Audubon,MidIncome,125,50,2017
Audubon,MidIncome,125,50,2018
Audubon,MidIncome,125,50,2019
Audubon,MidIncome,125,50,2020
Audubon,HighIncome,101,44,2016
Audubon,HighIncome,101,44,2017
Audubon,HighIncome,101,44,2018
Audubon,HighIncome,101,44,2019
Audubon,HighIncome,101,44,2020
Audubon,HighIncome,46,25,2016
Audubon,HighIncome,46,25,2017
Audubon,HighIncome,46,25,2018
Audubon,HighIncome,46,25,2019
Audubon,HighIncome,46,25,2020
Audubon,HighIncome,37,18,2016
Audubon,HighIncome,37,18,2017
Audubon,HighIncome,37,18,2018
Audubon,HighIncome,37,18,2019
Audubon,HighIncome,37,18,2020
Benton,LowIncome,186,75,2016
Benton,LowIncome,186,75,2017
Benton,LowIncome,186,75,2018
Benton,LowIncome,186,75,2019
Benton,LowIncome,186,75,2020
Benton,LowIncome,118,63,2016
Benton,LowIncome,118,63,2017
Benton,LowIncome,118,63,2018
Benton,LowIncome,118,63,2019
Benton,LowIncome,118,63,2020
Benton,LowIncome,138,58,2016
Benton,LowIncome,138,58,2017
Benton,LowIncome,138,58,2018
Benton,LowIncome,138,58,2019
Benton,LowIncome,138,58,2020
Benton,LowIncome,135,59,2016
Benton,LowIncome,135,59,2017
Benton,LowIncome,135,59,2018
Benton,LowIncome,135,59,2019
Benton,LowIncome,135,59,2020
Benton,LowIncome,166,73,2016
Benton,LowIncome,166,73,2017
Benton,LowIncome,166,73,2018
Benton,LowIncome,166,73,2019
Benton,LowIncome,166,73,2020
Benton,LowIncome,237,64,2016
Benton,LowIncome,237,64,2017
Benton,LowIncome,237,64,2018
Benton,LowIncome,237,64,2019
Benton,LowIncome,237,64,2020
Benton,LowIncome,252,92,2016
Benton,LowIncome,252,92,2017
Benton,LowIncome,252,92,2018
Benton,LowIncome,252,92,2019
Benton,LowIncome,252,92,2020
Benton,MidIncome,336,99,2016
Benton,MidIncome,336,99,2017
Benton,MidIncome,336,99,2018
Benton,MidIncome,336,99,2019
Benton,MidIncome,336,99,2020
Benton,MidIncome,233,66,2016
Benton,MidIncome,233,66,2017
Benton,MidIncome,233,66,2018
Benton,MidIncome,233,66,2019
Benton,MidIncome,233,66,2020
Benton,MidIncome,506,141,2016
Benton,MidIncome,506,141,2017
Benton,MidIncome,506,141,2018
Benton,MidIncome,506,141,2019
Benton,MidIncome,506,141,2020
Benton,MidIncome,927,141,2016
Benton,MidIncome,927,141,2017
Benton,MidIncome,927,141,2018
Benton,MidIncome,927,141,2019
Benton,MidIncome,927,141,2020
Benton,MidIncome,"1,405",150,2016
Benton,MidIncome,"1,405",150,2017
Benton,MidIncome,"1,405",150,2018
Benton,MidIncome,"1,405",150,2019
Benton,MidIncome,"1,405",150,2020
Benton,MidIncome,"1,073",186,2016
Benton,MidIncome,"1,073",186,2017
Benton,MidIncome,"1,073",186,2018
Benton,MidIncome,"1,073",186,2019
Benton,MidIncome,"1,073",186,2020
Benton,HighIncome,708,128,2016
Benton,HighIncome,708,128,2017
Benton,HighIncome,708,128,2018
Benton,HighIncome,708,128,2019
Benton,HighIncome,708,128,2020
Benton,HighIncome,470,98,2016
Benton,HighIncome,470,98,2017
Benton,HighIncome,470,98,2018
Benton,HighIncome,470,98,2019
Benton,HighIncome,470,98,2020
Benton,HighIncome,371,100,2016
Benton,HighIncome,371,100,2017
Benton,HighIncome,371,100,2018
Benton,HighIncome,371,100,2019
Benton,HighIncome,371,100,2020
Black Hawk,LowIncome,"1,272",244,2016
Black Hawk,LowIncome,"1,272",244,2017
Black Hawk,LowIncome,"1,272",244,2018
Black Hawk,LowIncome,"1,272",244,2019
Black Hawk,LowIncome,"1,272",244,2020
Black Hawk,LowIncome,715,171,2016
Black Hawk,LowIncome,715,171,2017
Black Hawk,LowIncome,715,171,2018
Black Hawk,LowIncome,715,171,2019
Black Hawk,LowIncome,715,171,2020
Black Hawk,LowIncome,864,206,2016
Black Hawk,LowIncome,864,206,2017
Black Hawk,LowIncome,864,206,2018
Black Hawk,LowIncome,864,206,2019
Black Hawk,LowIncome,864,206,2020
Black Hawk,LowIncome,994,223,2016
Black Hawk,LowIncome,994,223,2017
Black Hawk,LowIncome,994,223,2018
Black Hawk,LowIncome,994,223,2019
Black Hawk,LowIncome,994,223,2020
Black Hawk,LowIncome,"1,292",286,2016
Black Hawk,LowIncome,"1,292",286,2017
Black Hawk,LowIncome,"1,292",286,2018
Black Hawk,LowIncome,"1,292",286,2019
Black Hawk,LowIncome,"1,292",286,2020
Black Hawk,LowIncome,"1,245",253,2016
Black Hawk,LowIncome,"1,245",253,2017
Black Hawk,LowIncome,"1,245",253,2018
Black Hawk,LowIncome,"1,245",253,2019
Black Hawk,LowIncome,"1,245",253,2020
Black Hawk,LowIncome,"1,353",310,2016
Black Hawk,LowIncome,"1,353",310,2017
Black Hawk,LowIncome,"1,353",310,2018
Black Hawk,LowIncome,"1,353",310,2019
Black Hawk,LowIncome,"1,353",310,2020
Black Hawk,MidIncome,"1,095",230,2016
Black Hawk,MidIncome,"1,095",230,2017
Black Hawk,MidIncome,"1,095",230,2018
Black Hawk,MidIncome,"1,095",230,2019
Black Hawk,MidIncome,"1,095",230,2020
Black Hawk,MidIncome,"1,238",225,2016
Black Hawk,MidIncome,"1,238",225,2017
Black Hawk,MidIncome,"1,238",225,2018
Black Hawk,MidIncome,"1,238",225,2019
Black Hawk,MidIncome,"1,238",225,2020
Black Hawk,MidIncome,"2,534",331,2016
Black Hawk,MidIncome,"2,534",331,2017
Black Hawk,MidIncome,"2,534",331,2018
Black Hawk,MidIncome,"2,534",331,2019
Black Hawk,MidIncome,"2,534",331,2020
Black Hawk,MidIncome,"3,370",346,2016
Black Hawk,MidIncome,"3,370",346,2017
Black Hawk,MidIncome,"3,370",346,2018
Black Hawk,MidIncome,"3,370",346,2019
Black Hawk,MidIncome,"3,370",346,2020
Black Hawk,MidIncome,"4,937",342,2016
Black Hawk,MidIncome,"4,937",342,2017
Black Hawk,MidIncome,"4,937",342,2018
Black Hawk,MidIncome,"4,937",342,2019
Black Hawk,MidIncome,"4,937",342,2020
Black Hawk,MidIncome,"3,847",363,2016
Black Hawk,MidIncome,"3,847",363,2017
Black Hawk,MidIncome,"3,847",363,2018
Black Hawk,MidIncome,"3,847",363,2019
Black Hawk,MidIncome,"3,847",363,2020
Black Hawk,HighIncome,"2,327",256,2016
Black Hawk,HighIncome,"2,327",256,2017
Black Hawk,HighIncome,"2,327",256,2018
Black Hawk,HighIncome,"2,327",256,2019
Black Hawk,HighIncome,"2,327",256,2020
Black Hawk,HighIncome,"2,111",389,2016
Black Hawk,HighIncome,"2,111",389,2017
Black Hawk,HighIncome,"2,111",389,2018
Black Hawk,HighIncome,"2,111",389,2019
Black Hawk,HighIncome,"2,111",389,2020
Black Hawk,HighIncome,"2,135",323,2016
Black Hawk,HighIncome,"2,135",323,2017
Black Hawk,HighIncome,"2,135",323,2018
Black Hawk,HighIncome,"2,135",323,2019
Black Hawk,HighIncome,"2,135",323,2020
Boone,LowIncome,106,52,2016
Boone,LowIncome,106,52,2017
Boone,LowIncome,106,52,2018
Boone,LowIncome,106,52,2019
Boone,LowIncome,106,52,2020
Boone,LowIncome,59,44,2016
Boone,LowIncome,59,44,2017
Boone,LowIncome,59,44,2018
Boone,LowIncome,59,44,2019
Boone,LowIncome,59,44,2020
Boone,LowIncome,62,37,2016
Boone,LowIncome,62,37,2017
Boone,LowIncome,62,37,2018
Boone,LowIncome,62,37,2019
Boone,LowIncome,62,37,2020
Boone,LowIncome,208,100,2016
Boone,LowIncome,208,100,2017
Boone,LowIncome,208,100,2018
Boone,LowIncome,208,100,2019
Boone,LowIncome,208,100,2020
Boone,LowIncome,129,53,2016
Boone,LowIncome,129,53,2017
Boone,LowIncome,129,53,2018
Boone,LowIncome,129,53,2019
Boone,LowIncome,129,53,2020
Boone,LowIncome,178,77,2016
Boone,LowIncome,178,77,2017
Boone,LowIncome,178,77,2018
Boone,LowIncome,178,77,2019
Boone,LowIncome,178,77,2020
Boone,LowIncome,256,103,2016
Boone,LowIncome,256,103,2017
Boone,LowIncome,256,103,2018
Boone,LowIncome,256,103,2019
Boone,LowIncome,256,103,2020
Boone,MidIncome,302,109,2016
Boone,MidIncome,302,109,2017
Boone,MidIncome,302,109,2018
Boone,MidIncome,302,109,2019
Boone,MidIncome,302,109,2020
Boone,MidIncome,242,70,2016
Boone,MidIncome,242,70,2017
Boone,MidIncome,242,70,2018
Boone,MidIncome,242,70,2019
Boone,MidIncome,242,70,2020
Boone,MidIncome,492,114,2016
Boone,MidIncome,492,114,2017
Boone,MidIncome,492,114,2018
Boone,MidIncome,492,114,2019
Boone,MidIncome,492,114,2020
Boone,MidIncome,884,189,2016
Boone,MidIncome,884,189,2017
Boone,MidIncome,884,189,2018
Boone,MidIncome,884,189,2019
Boone,MidIncome,884,189,2020
Boone,MidIncome,"1,426",225,2016
Boone,MidIncome,"1,426",225,2017
Boone,MidIncome,"1,426",225,2018
Boone,MidIncome,"1,426",225,2019
Boone,MidIncome,"1,426",225,2020
Boone,MidIncome,"1,115",178,2016
Boone,MidIncome,"1,115",178,2017
Boone,MidIncome,"1,115",178,2018
Boone,MidIncome,"1,115",178,2019
Boone,MidIncome,"1,115",178,2020
Boone,HighIncome,752,200,2016
Boone,HighIncome,752,200,2017
Boone,HighIncome,752,200,2018
Boone,HighIncome,752,200,2019
Boone,HighIncome,752,200,2020
Boone,HighIncome,420,107,2016
Boone,HighIncome,420,107,2017
Boone,HighIncome,420,107,2018
Boone,HighIncome,420,107,2019
Boone,HighIncome,420,107,2020
Boone,HighIncome,445,136,2016
Boone,HighIncome,445,136,2017
Boone,HighIncome,445,136,2018
Boone,HighIncome,445,136,2019
Boone,HighIncome,445,136,2020
Bremer,LowIncome,129,57,2016
Bremer,LowIncome,129,57,2017
Bremer,LowIncome,129,57,2018
Bremer,LowIncome,129,57,2019
Bremer,LowIncome,129,57,2020
Bremer,LowIncome,103,61,2016
Bremer,LowIncome,103,61,2017
Bremer,LowIncome,103,61,2018
Bremer,LowIncome,103,61,2019
Bremer,LowIncome,103,61,2020
Bremer,LowIncome,62,37,2016
Bremer,LowIncome,62,37,2017
Bremer,LowIncome,62,37,2018
Bremer,LowIncome,62,37,2019
Bremer,LowIncome,62,37,2020
Bremer,LowIncome,178,79,2016
Bremer,LowIncome,178,79,2017
Bremer,LowIncome,178,79,2018
Bremer,LowIncome,178,79,2019
Bremer,LowIncome,178,79,2020
Bremer,LowIncome,79,40,2016
Bremer,LowIncome,79,40,2017
Bremer,LowIncome,79,40,2018
Bremer,LowIncome,79,40,2019
Bremer,LowIncome,79,40,2020
Bremer,LowIncome,168,65,2016
Bremer,LowIncome,168,65,2017
Bremer,LowIncome,168,65,2018
Bremer,LowIncome,168,65,2019
Bremer,LowIncome,168,65,2020
Bremer,LowIncome,150,57,2016
Bremer,LowIncome,150,57,2017
Bremer,LowIncome,150,57,2018
Bremer,LowIncome,150,57,2019
Bremer,LowIncome,150,57,2020
Bremer,MidIncome,282,85,2016
Bremer,MidIncome,282,85,2017
Bremer,MidIncome,282,85,2018
Bremer,MidIncome,282,85,2019
Bremer,MidIncome,282,85,2020
Bremer,MidIncome,184,62,2016
Bremer,MidIncome,184,62,2017
Bremer,MidIncome,184,62,2018
Bremer,MidIncome,184,62,2019
Bremer,MidIncome,184,62,2020
Bremer,MidIncome,574,121,2016
Bremer,MidIncome,574,121,2017
Bremer,MidIncome,574,121,2018
Bremer,MidIncome,574,121,2019
Bremer,MidIncome,574,121,2020
Bremer,MidIncome,850,136,2016
Bremer,MidIncome,850,136,2017
Bremer,MidIncome,850,136,2018
Bremer,MidIncome,850,136,2019
Bremer,MidIncome,850,136,2020
Bremer,MidIncome,"1,335",168,2016
Bremer,MidIncome,"1,335",168,2017
Bremer,MidIncome,"1,335",168,2018
Bremer,MidIncome,"1,335",168,2019
Bremer,MidIncome,"1,335",168,2020
Bremer,MidIncome,"1,110",167,2016
Bremer,MidIncome,"1,110",167,2017
Bremer,MidIncome,"1,110",167,2018
Bremer,MidIncome,"1,110",167,2019
Bremer,MidIncome,"1,110",167,2020
Bremer,HighIncome,692,130,2016
Bremer,HighIncome,692,130,2017
Bremer,HighIncome,692,130,2018
Bremer,HighIncome,692,130,2019
Bremer,HighIncome,692,130,2020
Bremer,HighIncome,567,105,2016
Bremer,HighIncome,567,105,2017
Bremer,HighIncome,567,105,2018
Bremer,HighIncome,567,105,2019
Bremer,HighIncome,567,105,2020
Bremer,HighIncome,282,80,2016
Bremer,HighIncome,282,80,2017
Bremer,HighIncome,282,80,2018
Bremer,HighIncome,282,80,2019
Bremer,HighIncome,282,80,2020
Buchanan,LowIncome,168,69,2016
Buchanan,LowIncome,168,69,2017
Buchanan,LowIncome,168,69,2018
Buchanan,LowIncome,168,69,2019
Buchanan,LowIncome,168,69,2020
Buchanan,LowIncome,54,33,2016
Buchanan,LowIncome,54,33,2017
Buchanan,LowIncome,54,33,2018
Buchanan,LowIncome,54,33,2019
Buchanan,LowIncome,54,33,2020
Buchanan,LowIncome,98,48,2016
Buchanan,LowIncome,98,48,2017
Buchanan,LowIncome,98,48,2018
Buchanan,LowIncome,98,48,2019
Buchanan,LowIncome,98,48,2020
Buchanan,LowIncome,169,61,2016
Buchanan,LowIncome,169,61,2017
Buchanan,LowIncome,169,61,2018
Buchanan,LowIncome,169,61,2019
Buchanan,LowIncome,169,61,2020
Buchanan,LowIncome,172,56,2016
Buchanan,LowIncome,172,56,2017
Buchanan,LowIncome,172,56,2018
Buchanan,LowIncome,172,56,2019
Buchanan,LowIncome,172,56,2020
Buchanan,LowIncome,149,58,2016
Buchanan,LowIncome,149,58,2017
Buchanan,LowIncome,149,58,2018
Buchanan,LowIncome,149,58,2019
Buchanan,LowIncome,149,58,2020
Buchanan,LowIncome,265,116,2016
Buchanan,LowIncome,265,116,2017
Buchanan,LowIncome,265,116,2018
Buchanan,LowIncome,265,116,2019
Buchanan,LowIncome,265,116,2020
Buchanan,MidIncome,192,69,2016
Buchanan,MidIncome,192,69,2017
Buchanan,MidIncome,192,69,2018
